clip,source_hash,vehicle_id,terminal_event_id,event_ts,camera,status,original_labelled_event_description,labelled_event,labelled_checked,labelled_agreed,cam_o,cam_s,vs,fatigue_summary,smoking_summary,eatdrink_summary,review_seatbelt,review_phone,review_drinking,t_total_s,t_llm_s,driver_vis,seatbelt,phone,distraction,fatigue,smoking,eatdrink,drinking,alcohol,why,seatbelt_support_n,phone_support_n,distraction_support_n,fatigue_support_n,smoking_support_n,det_codes,rev_codes,det_event_descriptions,rev_event_descriptions,primary_vlm_event,seatbelt_off_flag,phone_flag,distraction_flag,fatigue_flag,smoke_flag,cam_covered_flag,face_obstructed_review_flag,seatbelt_uncertain_flag,phone_uncertain_flag,distraction_uncertain_flag,fatigue_uncertain_flag,smoking_uncertain_flag,raw_event_description,raw_event_ts,original_event_description,event_ts_final,vlm_change_type,event_changed_flag,det_rankable_event_descriptions,rev_rankable_event_descriptions,extra_rankable_vlm_events,n_extra_rankable_vlm_events,matched_raw_df_flag
3435,f6b334e4623751cc,322785930,4882303786109024316,2026-01-05 15:54:47+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,77.47,42.63,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:54:57+00:00,PER,2026-01-05 15:54:47+00:00,no_vlm_signal,0,[],[],[],0,1
3436,9bf6f711c8e0034c,509637286,4882303786109021602,2026-01-05 15:54:33+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,73.85,42.69,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:54:42+00:00,dHDG,2026-01-05 15:54:33+00:00,no_vlm_signal,0,[],[],[],0,1
3437,e65458d68d400a30,454260123,4882303786109003305,2026-01-05 15:53:02+00:00,2,OK,v_fatigue,,y,n,2,0,1,n,u,n,high,high,low,58.14,26.83,1,n,y,u,n,u,n,u,u,Face is clearly visible and no signs of fatigue.,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,0,1,v_fatigue,2026-01-05 17:53:07+00:00,v_fatigue,2026-01-05 15:53:02+00:00,contradicted,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
3438,d7e479b48d15074a,513225962,4882303786108992563,2026-01-05 15:52:05+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,81.65,50.94,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone in hand or ear, no clear distraction or fatigue, no smoki",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:52:16+00:00,PER,2026-01-05 15:52:05+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3439,210cb4de03630283,464868635,4882303786108967641,2026-01-05 15:50:12+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,high,low,low,99.57,55.05,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or smoking activity is clearly vi",11,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:50:12+00:00,dHDG,2026-01-05 15:50:12+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3440,723643eb1aed01b3,518312065,4882303786108965606,2026-01-05 15:49:41+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,74.55,43.47,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is observed.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:50:03+00:00,PER,2026-01-05 15:49:41+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3441,db1e0e23ee9c4c91,512994171,4882303786108954152,2026-01-05 15:48:53+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,75.5,42.7,1,n,n,u,u,u,n,u,u,"Driver is not clearly visible in some frames, and there is no clear evidence of seatbelt, phone, distraction, fatigue, s",1,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:49:09+00:00,PER,2026-01-05 15:48:53+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3442,97395466d9135b3e,333545827,4882303786108948593,2026-01-05 15:48:41+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,medium,low,77.38,44.45,1,n,u,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or smoking device seen, no clear distraction or fatigue s",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,1,1,1,1,PER,2026-01-05 17:48:41+00:00,PER,2026-01-05 15:48:41+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3443,83ba137576731743,454260123,4882303786108945632,2026-01-05 15:47:45+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,58.2,27.3,1,y,y,u,u,u,n,u,u,clearly visible phone in hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-05 17:47:50+00:00,v_phone,2026-01-05 15:47:45+00:00,confirmed,0,['v_phone'],[],[],0,1
3444,b39bc63c9f320074,454270937,4882303786108916646,2026-01-05 15:46:05+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,76.55,42.89,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:46:05+00:00,dHDG,2026-01-05 15:46:05+00:00,no_vlm_signal,0,[],[],[],0,1
3445,a18b96e845d420b1,523824244,4882303786108873422,2026-01-05 15:42:14+00:00,2,OK,v_eye_closed,,y,n,2,0,1,n,u,n,low,high,low,56.45,27.25,1,y,y,u,n,u,n,u,u,No signs of fatigue,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-05 17:42:19+00:00,v_eye_closed,2026-01-05 15:42:14+00:00,contradicted,1,['v_phone'],[],['v_phone'],1,1
3446,8e44e7f68f10c724,509637899,4882303786108825866,2026-01-05 15:38:39+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,74.58,48.69,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or distraction observed.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:38:46+00:00,PER,2026-01-05 15:38:39+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3447,7b3403a402eb831a,429576946,4882303786108824187,2026-01-05 15:38:23+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,low,low,low,72.83,42.91,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-05 17:38:36+00:00,Ign ON,2026-01-05 15:38:23+00:00,no_vlm_signal,0,[],[],[],0,1
3448,ccd8aff27fcaea0d,509637948,4882303786108808453,2026-01-05 15:37:21+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,77.41,42.73,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt. No phone or eating/drinking activity is observed.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:37:21+00:00,dHDG,2026-01-05 15:37:21+00:00,no_vlm_signal,0,[],[],[],0,1
3449,77947cbc9caf5b0a,459503546,4882303786108806491,2026-01-05 15:37:12+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,94.1,48.92,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,2,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:37:12+00:00,PER,2026-01-05 15:37:12+00:00,no_vlm_signal,0,[],[],[],0,1
3450,2853f5c4855b9d3d,460126729,4882303786108804391,2026-01-05 15:36:56+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,72.43,41.25,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,9,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:37:01+00:00,PER,2026-01-05 15:36:56+00:00,no_vlm_signal,0,[],[],[],0,1
3451,f3a2442f373ace75,507302670,4882303786108789289,2026-01-05 15:35:56+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,80.31,41.26,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,10,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:36:12+00:00,dHDG,2026-01-05 15:35:56+00:00,no_vlm_signal,0,[],[],[],0,1
3452,cc9daa1a17c7869f,437381828,4882303786108789156,2026-01-05 15:35:57+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,low,low,78.29,43.55,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is clearly vis",11,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-05 17:36:11+00:00,Ign ON,2026-01-05 15:35:57+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3453,fcc606061bc83ec2,337268755,4882303786108765965,2026-01-05 15:34:11+00:00,2,OK,v_cam_covered,,y,n,2,0,1,u,u,n,low,high,low,55.66,47.12,1,y,y,y,u,u,n,n,n,"Driver is clearly visible and using a phone, indicating distraction.",12,12,12,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,v_cam_covered,2026-01-05 17:34:20+00:00,v_cam_covered,2026-01-05 15:34:11+00:00,contradicted,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,1
3454,ca96e3452c2413d2,512990207,4882303786108764097,2026-01-05 15:34:03+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,high,low,42.56,38.5,1,y,y,y,u,u,n,n,n,"Driver is clearly visible, wearing seatbelt, holding phone, and appears distracted.",12,12,12,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-05 17:34:12+00:00,PER,2026-01-05 15:34:03+00:00,new_context_added,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,1
3455,d604fde89d9da7da,523824244,4882303786108761742,2026-01-05 15:33:45+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,51.52,24.39,1,y,n,n,u,u,n,u,u,Attentive driver,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-05 17:33:50+00:00,v_distraction,2026-01-05 15:33:45+00:00,not_confirmed,0,[],[],[],0,1
3456,15d02f65af7877c3,365321388,4882303786108756445,2026-01-05 15:32:58+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,65.78,34.24,1,y,n,u,u,u,n,u,u,"Driver is clearly visible and wearing seatbelt. No clear phone, distraction, fatigue, smoking, eating/drinking, or alcoh",12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:33:28+00:00,PER,2026-01-05 15:32:58+00:00,no_vlm_signal,0,[],[],[],0,1
3457,98cc7e90b85921ab,458886154,4882303786108756398,2026-01-05 15:33:22+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,71.41,42.13,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:33:35+00:00,PER,2026-01-05 15:33:22+00:00,no_vlm_signal,0,[],[],[],0,1
3458,279ebabdcacc1e88,454260123,4882303786108744348,2026-01-05 15:32:32+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,56.13,27.68,1,n,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-05 17:32:37+00:00,v_phone,2026-01-05 15:32:32+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
3459,a859f94c0c82a24b,511461222,4882303786108739288,2026-01-05 15:32:07+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,73.18,43.08,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt. No phone or eating/drinking is visible.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:32:15+00:00,PER,2026-01-05 15:32:07+00:00,no_vlm_signal,0,[],[],[],0,1
3460,74fc6152f65b475c,511879248,4882303786108718655,2026-01-05 15:29:59+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,82.87,53.15,1,n,n,u,u,u,n,u,u,<very short>,12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:30:29+00:00,PER,2026-01-05 15:29:59+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3461,c30901fc09cf6160,308058091,4882303786108718617,2026-01-05 15:30:33+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,59.23,27.85,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-05 17:30:38+00:00,v_phone,2026-01-05 15:30:33+00:00,confirmed,0,['v_phone'],[],[],0,1
3462,b95cf98ca471d936,422017575,4882303786108710568,2026-01-05 15:30:01+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,77.8,42.71,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:30:01+00:00,dHDG,2026-01-05 15:30:01+00:00,no_vlm_signal,0,[],[],[],0,1
3463,ffa5dd46237dc301,512982665,4882303786108696990,2026-01-05 15:28:57+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,low,low,84.8,55.21,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap, no phone, no clear distraction, no fatigue, no smoking, no eating/drinking",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-05 17:28:58+00:00,Ign ON,2026-01-05 15:28:57+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3464,3ef1644ac9f1643d,317984514,4882303786108686185,2026-01-05 15:28:08+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,69.32,41.26,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or eat",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:28:08+00:00,PER,2026-01-05 15:28:08+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3465,49800713c553de32,511879208,4882303786108684665,2026-01-05 15:27:55+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,83.45,54.52,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or dri",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:28:01+00:00,PER,2026-01-05 15:27:55+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3466,9b5fa782b97d219b,518312835,4882303786108667069,2026-01-05 15:26:40+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,75.14,41.36,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:26:41+00:00,dHDG,2026-01-05 15:26:40+00:00,no_vlm_signal,0,[],[],[],0,1
3467,8feeeeeb3c0d5ea1,365670886,4882303786108636441,2026-01-05 15:23:50+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,low,low,low,54.94,25.85,1,y,n,u,n,u,n,u,u,No clear signs of fatigue,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,0,1,v_yawn,2026-01-05 17:23:55+00:00,v_yawn,2026-01-05 15:23:50+00:00,not_confirmed,0,[],[],[],0,1
3468,4f8254d6c9d90a6b,507451763,4882303786108632212,2026-01-05 15:24:01+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,74.21,41.66,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:24:01+00:00,dHDG,2026-01-05 15:24:01+00:00,no_vlm_signal,0,[],[],[],0,1
3469,2160c5ccaed6269f,429536893,4882303786108630820,2026-01-05 15:23:54+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,high,low,54.29,44.92,1,y,y,y,u,u,n,n,n,Driver is clearly visible and wearing a seatbelt. Phone is visible in the driver's hand. Driver appears distracted. Fati,12,6,6,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,dHDG,2026-01-05 17:23:54+00:00,dHDG,2026-01-05 15:23:54+00:00,new_context_added,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,1
3470,71d09cf9729a63b7,454260123,4882303786108612927,2026-01-05 15:22:25+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,59.65,26.95,1,n,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-05 17:22:30+00:00,v_phone,2026-01-05 15:22:25+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
3471,2e9a8c848dfc2a39,335116387,4882303786108602519,2026-01-05 15:21:30+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,medium,low,71.33,40.51,1,n,u,u,u,u,n,u,u,Driver is visible but no seatbelt strap is clearly visible. No phone or eating/drinking activity is observed.,0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,1,1,1,1,Ign ON,2026-01-05 17:21:44+00:00,Ign ON,2026-01-05 15:21:30+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3472,b296bfb74c886b09,464868635,4882303786108599811,2026-01-05 15:21:26+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,63.29,27.02,1,y,y,u,u,u,n,u,u,The driver is holding a phone in the right hand.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-05 17:21:31+00:00,v_phone,2026-01-05 15:21:26+00:00,confirmed,0,['v_phone'],[],[],0,1
3473,deb34acac0865010,312741040,4882303786108562445,2026-01-05 15:18:47+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,91.93,54.72,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone in hand or ear, no clear distraction, no fatigue indicato",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:18:47+00:00,PER,2026-01-05 15:18:47+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3474,46499a0a679bcd61,334154315,4882303786108556460,2026-01-05 15:18:15+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,low,low,low,58.12,26.18,1,y,n,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,0,1,v_yawn,2026-01-05 17:18:20+00:00,v_yawn,2026-01-05 15:18:15+00:00,not_confirmed,0,[],[],[],0,1
3475,2e7ce1316029bd4d,454260123,4882303786108552877,2026-01-05 15:17:48+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,low,low,83.91,54.62,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or distraction observed.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-05 17:18:02+00:00,Ign ON,2026-01-05 15:17:48+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3476,d61980bae818e379,308058091,4882303786108536355,2026-01-05 15:16:50+00:00,2,OK,PER,,n,na,2,0,1,u,u,y,low,medium,low,78.53,42.75,1,y,u,u,u,u,y,u,u,Driver is clearly visible and wearing a seatbelt. Eating is observed in frame 5 and 8.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,1,1,1,1,PER,2026-01-05 17:16:50+00:00,PER,2026-01-05 15:16:50+00:00,no_vlm_signal,0,[],[],[],0,1
3477,cddc9eaa7e4e4b62,511468560,4882303786108535029,2026-01-05 15:16:35+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,high,low,56.23,46.61,1,y,y,y,u,u,n,n,n,"Driver is clearly visible and wearing seatbelt, holding phone, and appears distracted.",12,12,12,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-05 17:16:43+00:00,PER,2026-01-05 15:16:35+00:00,new_context_added,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,1
3478,1ff1fedaa5062939,466968443,4882303786108533591,2026-01-05 15:16:37+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,high,low,low,65.48,34.48,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is clearly vis",11,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:16:37+00:00,dHDG,2026-01-05 15:16:37+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3479,02bb5dd5de4e7d83,509637652,4882303786108527222,2026-01-05 15:16:09+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,46.78,41.89,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:16:09+00:00,PER,2026-01-05 15:16:09+00:00,no_vlm_signal,0,[],[],[],0,1
3480,daee34956a263e41,458748209,4882303786108503529,2026-01-05 15:14:12+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,high,low,77.81,48.64,1,n,y,u,u,u,n,u,u,"Driver is partially visible, but torso and seatbelt are not clearly visible.",0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-05 17:14:22+00:00,Ign ON,2026-01-05 15:14:12+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
3481,80ef955e594ecf28,459506928,4882303786108494017,2026-01-05 15:13:28+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,97.96,55.24,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone, distraction, fatigue, smoking, e",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:13:37+00:00,PER,2026-01-05 15:13:28+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
3482,889ba9058c5b8190,454270937,4882303786108493831,2026-01-05 15:13:32+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,61.33,26.51,1,y,y,u,u,u,n,u,u,clearly visible phone in hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-05 17:13:37+00:00,v_phone,2026-01-05 15:13:32+00:00,confirmed,0,['v_phone'],[],[],0,1
3483,4098491ef2f39dad,337268755,4882303786108492132,2026-01-05 15:13:33+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,72.32,42.05,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-05 17:13:33+00:00,dHDG,2026-01-05 15:13:33+00:00,no_vlm_signal,0,[],[],[],0,1
3484,ca3ece190a016ebc,334154315,4882303786108490780,2026-01-05 15:13:29+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,76.17,43.9,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap, no phone, no clear distraction, no fatigue, no smoking, no eating/drinking",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-05 17:13:29+00:00,PER,2026-01-05 15:13:29+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
